UserID,Income,HousingExpense,TransportationExpense,FoodExpense,UtilitiesExpense,EntertainmentExpense,Savings,HousingBudget,TransportationBudget,FoodBudget,UtilitiesBudget,EntertainmentBudget,SavingsBudget
50,6473,2190,531,3598,1078,462,569,25.98481253,6.300427148,42.6910299,12.79069767,5.481727575,6.751305173
51,10648,1187,665,2314,852,645,1688,16.14746293,9.046388246,31.47871038,11.59025983,8.77431642,22.9628622
52,9229,1697,326,2645,1036,570,1510,21.80113052,4.188078109,33.97995889,13.30935252,7.322713258,19.3987667
53,8646,1747,368,2855,1092,568,818,23.45596133,4.940923738,38.33243824,14.66165414,7.626208378,10.98281418
54,11223,1630,439,2608,1038,445,1427,21.48411757,5.78621326,34.37458811,13.68129696,5.865295901,18.8084882
55,12061,1224,230,3867,796,256,1170,16.2269654,3.049184675,51.26607451,10.55283044,3.393875116,15.51106987
56,11862,1164,336,2571,1041,275,1750,16.30937369,4.707860446,36.0235393,14.58596049,3.853159591,24.52010649
57,8321,1487,404,2722,1292,641,1037,19.60965317,5.327706712,35.89608334,17.03811157,8.453118818,13.67532639
58,9381,2086,674,3102,1089,503,1512,23.26567031,7.517287531,34.59736783,12.14588445,5.610082534,16.86370734
59,10662,1771,552,2398,1192,472,2321,20.34229267,6.340454859,27.54422238,13.69170687,5.421548357,26.65977487
60,11951,1314,538,2802,952,415,1299,17.95081967,7.349726776,38.27868852,13.00546448,5.669398907,17.74590164
61,9041,1885,670,3158,1149,438,1024,22.64536281,8.049014897,37.93849111,13.80345988,5.261893321,12.30177799
62,9628,75,472,2833,1055,709,1361,1.152959262,7.255956956,43.55111453,16.21829362,10.89930822,20.92236741
63,7787,2074,578,2953,809,432,817,27.0651181,7.542737831,38.53582148,10.55722302,5.637478794,10.66162078
64,7607,630,479,2735,1063,231,2193,8.593643432,6.533897149,37.30732506,14.5000682,3.151002592,29.91406357
65,11625,1318,553,2242,801,648,1090,19.8135899,8.313289236,33.70414913,12.04149128,9.741431149,16.38604931
66,12712,940,383,3160,873,459,863,14.07607068,5.735250075,47.31955675,13.07277628,6.873315364,12.92303085
67,9855,852,12,3877,1037,506,582,12.40897174,0.17477425,56.46664725,15.1034081,7.369647539,8.476551121
68,12007,2080,473,3009,1059,821,1548,23.13681869,5.261401557,33.4705228,11.77975528,9.132369299,17.21913237
69,10723,1266,784,3112,762,495,1433,16.12328069,9.984717269,39.63321447,9.704533877,6.304126337,18.25012736
70,8709,1673,685,3346,1210,557,751,20.34784724,8.331306252,40.69569448,14.71661396,6.774507419,9.134030649
71,10722,1476,693,2365,1114,264,1288,20.5,9.625,32.84722222,15.47222222,3.666666667,17.88888889
72,13076,1738,747,3851,859,456,245,22.01114488,9.460486322,48.77152989,10.87892604,5.775075988,3.102836879
73,9928,1538,517,3101,692,621,1092,20.34122471,6.837719878,41.01309351,9.152228541,8.213199312,14.44253406
74,13129,858,539,3815,971,188,1226,11.29393182,7.094905884,50.217191,12.78136106,2.47466105,16.13794919
75,4760,1998,376,2633,910,540,1853,24.0433213,4.524669073,31.68471721,10.95066185,6.498194946,22.29843562
76,11643,1253,436,3909,1022,520,614,16.1594016,5.622904307,50.41269022,13.18029404,6.706216147,7.918493681
77,10174,721,623,3387,927,508,360,11.04811523,9.546429666,51.90009194,14.20471958,7.784247625,5.516395955
78,9401,1285,740,3276,598,707,552,17.95194188,10.33808326,45.76697402,8.354288908,9.877060631,7.711651299
79,10183,2250,472,3117,922,566,331,29.38103944,6.163489162,40.7025333,12.03969705,7.390963698,4.322277357
80,6024,1925,409,2875,938,795,1668,22.35772358,4.75029036,33.39140534,10.89430894,9.233449477,19.3728223
81,9560,1325,500,3600,1126,301,1774,15.36053791,5.796429399,41.73429168,13.05355901,3.489450498,20.56573151
82,10714,1325,620,3070,860,527,1160,17.52181962,8.198889183,40.59772547,11.37265274,6.969055805,15.33985718
83,12955,1339,211,2016,1335,516,1610,19.05507329,3.002703857,28.68934111,18.99814999,7.343105166,22.91162658
84,8963,2538,40,2441,617,286,1066,36.31940469,0.572409845,34.93131082,8.829421866,4.092730395,15.25472238
85,8383,1690,389,2907,1262,691,952,21.41680395,4.929666709,36.83943733,15.99290331,8.756811557,12.06437714
86,8996,1715,255,3154,955,964,833,21.7750127,3.237684104,40.04570848,12.12544439,12.23971559,10.57643474
87,11830,2015,398,2971,1171,496,844,25.52248258,5.041165294,37.63141229,14.83217226,6.282457251,10.69031032
88,10657,1619,470,3609,1015,601,226,21.47214854,6.233421751,47.86472149,13.46153846,7.970822281,2.99734748
89,8940,1370,409,2024,1227,516,1132,20.51512429,6.1245882,30.30847559,18.3737646,7.726864331,16.95118299
90,11026,1401,790,3071,922,357,979,18.63031915,10.50531915,40.83776596,12.2606383,4.747340426,13.01861702
91,10194,1464,565,2091,780,135,1372,22.8500078,8.818479788,32.63617918,12.17418449,2.107070392,21.41407835
92,11937,1481,560,3379,1284,358,1046,18.26591021,6.906758757,41.674889,15.83621115,4.415392205,12.90083868
93,8595,1863,624,2952,977,221,918,24.65916612,8.259430841,39.07346128,12.93183322,2.925215089,12.15089345
94,9344,1525,272,3209,1044,840,564,20.45881406,3.649047491,43.05071103,14.00590287,11.26911725,7.566407298
95,9215,1866,707,2568,1246,476,1036,23.62324345,8.950500063,32.51044436,15.77414863,6.026079251,13.11558425
96,7072,1459,484,3639,793,430,1369,17.8492782,5.921213604,44.51920724,9.701492537,5.260582334,16.74822608
97,10592,1539,634,3520,1119,677,428,19.43918151,8.00808387,44.46128584,14.13414172,8.551218896,5.406088165
98,10522,500,285,3291,882,275,1043,7.966857871,4.541108987,52.43785851,14.05353728,4.381771829,16.61886552
99,10010,1958,189,2935,973,346,1116,26.04762538,2.514300918,39.04483171,12.94399361,4.602900093,14.84634828
100,9530,1673,663,3289,1014,513,640,21.47073922,8.508726899,42.20995893,13.01334702,6.583675565,8.213552361
101,7169,1999,575,2646,699,705,706,27.27148704,7.844474761,36.09822647,9.536152797,9.618008186,9.63165075
102,9158,51,319,3427,844,600,1115,0.802391441,5.018879799,53.91755821,13.27879169,9.439899308,17.54247955
103,9314,2544,326,3824,1270,549,433,28.43729041,3.644086743,42.74536106,14.19628884,6.136820926,4.840152023
104,8395,1430,725,3535,1177,515,1174,16.71341748,8.473585788,41.31603553,13.75642824,6.019167835,13.72136512
105,9677,2054,262,2635,987,580,552,29.0523338,3.705799151,37.27015559,13.96039604,8.203677511,7.807637907
106,10808,980,828,3180,1048,540,1531,12.08831874,10.21339583,39.2253608,12.92710004,6.660910324,18.88491427
107,13772,1806,319,2353,941,294,2168,22.91587362,4.047709682,29.85661718,11.94010912,3.730491054,27.50919934
108,10349,973,627,3286,1271,509,569,13.44851417,8.666205943,45.41810643,17.56738079,7.035245335,7.864547339
109,10515,1188,434,3225,959,285,1267,16.14569176,5.898341941,43.82984507,13.033433,3.873335145,17.21935309
110,9851,2457,620,2065,1046,516,636,33.47411444,8.446866485,28.13351499,14.2506812,7.029972752,8.664850136
111,6162,1404,391,2419,1229,403,1520,19.06054847,5.308172685,32.84007602,16.68476785,5.471083356,20.63535162
112,9946,1608,467,2858,844,1007,367,22.48636554,6.530555167,39.96643826,11.8025451,14.08194658,5.13214935
113,10120,1935,508,2849,1311,492,1240,23.21535693,6.094781044,34.18116377,15.72885423,5.902819436,14.8770246
114,14926,1747,299,2395,693,219,563,29.5300879,5.054090602,40.48343475,11.71399594,3.701825558,9.516565247
115,9615,1575,648,3194,1325,473,896,19.41807422,7.989150536,39.37862162,16.33584022,5.831586734,11.04672667
116,10603,1682,397,3125,925,603,484,23.30931264,5.501662971,43.30654102,12.81873614,8.356430155,6.707317073
117,9930,2701,454,2902,951,834,1411,29.1905328,4.906516805,31.36280125,10.27774776,9.013292986,15.2491084
118,7662,1471,301,2622,621,382,581,24.60689194,5.035128806,43.86082302,10.38808966,6.390097022,9.718969555
119,12285,1600,-12,3524,909,183,1275,21.39323439,-0.160449258,47.11859874,12.15403129,2.446851183,17.04773365
120,11503,2025,461,3827,792,663,827,23.56020942,5.363583479,44.52588714,9.214659686,7.713787086,9.621873182
121,11582,2052,982,2758,878,223,942,26.1901723,12.53350351,35.20102106,11.20612636,2.846202936,12.02297384
122,8181,2093,656,2693,972,412,1073,26.49702494,8.304848715,34.09292315,12.30535511,5.215850108,13.58399797
123,12805,1819,496,3245,1191,448,619,23.26682016,6.344333589,41.50677923,15.23407521,5.730365822,7.917625991
124,7196,928,447,2820,1041,486,1105,13.59308628,6.547531859,41.30657683,15.24827889,7.118793028,16.18573312
125,11173,2316,504,2930,1061,637,1765,25.1383914,5.470530772,31.80288722,11.51633561,6.914143059,19.15771193
126,14380,926,609,3369,780,363,610,13.91016975,9.148264984,50.60838215,11.71698963,5.452906715,9.163286766
127,8018,1651,263,2045,823,445,1585,24.23664122,3.860833823,30.02055197,12.08162067,6.532589548,23.26776277
128,8867,1122,722,3659,1359,497,1749,12.31884058,7.927097058,40.17347387,14.92094862,5.456741326,19.20289855
129,10199,1467,643,3036,852,529,591,20.60972183,9.033436359,42.65243046,11.9696544,7.431862883,8.302894071
130,8993,1664,643,2794,1331,519,272,23.03751904,8.902118233,38.68198809,18.4272463,7.185380036,3.765748304
131,6898,1660,587,2955,951,587,1150,21.03929024,7.439797212,37.45247148,12.05323194,7.439797212,14.57541191
132,10137,1710,503,2981,1000,668,726,22.5355825,6.628887717,39.28571429,13.17870322,8.803373748,9.567738535
133,7875,2306,634,2134,1214,578,1934,26.20454545,7.204545455,24.25,13.79545455,6.568181818,21.97727273
134,10947,1726,618,3747,1254,590,1017,19.28060769,6.903485255,41.85656836,14.0080429,6.590705987,11.36058981
135,8161,1377,429,3020,977,183,598,20.91433779,6.515795869,45.86877278,14.83900365,2.779465371,9.082624544
136,13099,1982,385,3221,922,510,426,26.61831856,5.170561375,43.25812517,12.38248724,6.849315068,5.721192587
137,8433,2094,520,3475,988,595,1544,22.72135417,5.642361111,37.70616319,10.72048611,6.456163194,16.75347222
138,9355,886,809,2489,1067,645,714,13.40393343,12.23903177,37.65506808,16.14220877,9.757942511,10.80181543
139,11627,1798,252,3236,1178,361,1021,22.91613561,3.211827683,41.24394596,15.01401988,4.601070609,13.01300025
140,7538,1850,206,2866,1000,368,1477,23.81872023,2.652246685,36.89970388,12.87498391,4.737994078,19.01635123
141,10454,1351,532,3423,1123,385,757,17.84440629,7.026812838,45.21199313,14.83291507,5.085193502,9.998679171
142,12614,2187,510,1936,1327,607,977,28.98992577,6.760339343,25.66277837,17.59013786,8.046129374,12.95068929
143,6785,1424,534,2950,1076,706,991,18.5392527,6.952219763,38.40645749,14.00859263,9.191511522,12.90196589
144,10369,1562,548,2698,1062,418,1341,20.47450518,7.183117053,35.3650544,13.92056626,5.479092935,17.57766418
145,10519,1413,455,3216,696,681,1295,18.21815369,5.866425993,41.46467251,8.973697782,8.780299123,16.6967509
146,11563,1507,797,3235,473,524,889,20.2962963,10.73400673,43.56902357,6.37037037,7.057239057,11.97306397
147,7526,951,179,2646,1077,475,1031,14.95518163,2.814908004,41.61031609,16.93662526,7.469727945,16.21324108
148,7359,779,334,2643,981,457,814,12.96604527,5.559254328,43.99134487,16.32822903,7.606524634,13.54860186
149,11043,2297,479,2944,897,649,261,30.51680616,6.363757141,39.11252823,11.91709845,8.622293078,3.467516939
150,10593,1076,171,2551,1048,565,1128,16.45511546,2.615078758,39.01208136,16.02691543,8.640464903,17.25034409
151,10500,1004,464,3420,987,955,1946,11.4402917,5.287146764,38.96991796,11.24658159,10.88195077,22.17411121
152,10692,423,832,2815,1225,329,558,6.84244581,13.45842769,45.53542543,19.81559366,5.321902297,9.026205112
153,8639,1180,504,1546,1017,603,613,21.59985356,9.225700165,28.29946916,18.61614498,11.03789127,11.22094087
154,10464,838,546,2812,850,394,564,13.95736176,9.093937375,46.83544304,14.15722851,6.562291805,9.393737508
155,10586,2321,247,2480,1198,326,1362,29.25384421,3.113183766,31.25787749,15.09957146,4.108898412,17.16662465
156,8571,2004,376,2184,956,497,1224,27.6757354,5.192652948,30.16157989,13.20259633,6.86369286,16.90374258
157,13731,1155,424,2381,1105,527,920,17.73648649,6.511056511,36.56326781,16.96867322,8.092751843,14.12776413
158,10947,2626,436,3054,904,1083,540,30.38296888,5.044544718,35.33495314,10.45933125,12.5303714,6.247830614
159,7617,1990,756,3664,870,463,1046,22.64193879,8.601661167,41.68847423,9.898737058,5.267948572,11.90124019
160,11313,1337,611,3156,1016,273,217,20.2269289,9.243570348,47.74583964,15.37065053,4.1301059,3.28290469
161,8050,250,277,2696,1002,554,1071,4.273504274,4.735042735,46.08547009,17.12820513,9.47008547,18.30769231
162,11574,2645,549,3227,1095,85,1435,29.27180168,6.075697211,35.71270474,12.11819389,0.940681718,15.88092076
163,12317,805,599,2770,946,481,374,13.47280335,10.0251046,46.35983264,15.83263598,8.050209205,6.259414226
164,8358,677,728,2652,632,503,233,12.47926267,13.41935484,48.88479263,11.64976959,9.271889401,4.294930876
165,11926,2011,816,2422,913,658,1789,23.35927518,9.478452782,28.13334882,10.60518062,7.643164131,20.78057846
166,10825,2719,296,2124,1158,694,694,35.38061158,3.851659076,27.63825634,15.0683149,9.03057905,9.03057905
167,11644,2192,337,2805,940,399,1567,26.60194175,4.089805825,34.04126214,11.40776699,4.84223301,19.01699029
168,13793,1781,248,3079,950,469,923,23.90604027,3.32885906,41.32885906,12.75167785,6.295302013,12.38926174
169,9509,1797,453,2951,1197,346,919,23.45034582,5.911522902,38.50972204,15.62051416,4.515202923,11.99269216
170,8492,1926,593,2792,857,274,1219,25.14032111,7.740503851,36.44432842,11.18652917,3.576556585,15.91176087
171,8220,1879,697,2527,691,561,558,27.18067409,10.08245335,36.55431795,9.99566035,8.115145378,8.071748879
172,8368,1640,484,3304,967,245,1066,21.28211783,6.28082014,42.87568129,12.54866338,3.179340773,13.83337659
173,9845,1552,436,2341,903,417,809,24.03220811,6.751316197,36.24961288,13.98265717,6.457107464,12.52709817
174,10682,1468,530,3388,806,300,339,21.49026497,7.758746889,49.59742351,11.79915093,4.391743522,4.96267018
175,10553,1123,332,2498,964,609,1168,16.77621751,4.959665372,37.3170003,14.40095608,9.097699432,17.44846131
176,11654,1359,917,2623,1098,860,868,17.59223301,11.87055016,33.95469256,14.21359223,11.13268608,11.23624595
177,10026,653,178,2266,998,239,921,12.4262607,3.387250238,43.1208373,18.99143673,4.548049477,17.52616556
178,12907,1450,536,2749,1061,129,394,22.94666878,8.482354803,43.50371894,16.79063143,2.041462257,6.235163792
179,9470,1005,904,3487,1362,475,1795,11.13203367,10.01329198,38.62428002,15.08639787,5.26140895,19.88258751
180,15440,948,501,3257,931,503,1438,12.50989707,6.611243072,42.97967802,12.28556347,6.63763526,18.97598311
181,11251,1589,461,3489,1055,543,1482,18.43601346,5.348648335,40.48033415,12.24039912,6.300034807,17.19457014
182,8285,2196,428,3261,898,410,847,27.31343284,5.323383085,40.55970149,11.16915423,5.099502488,10.53482587
183,7858,1959,463,2448,830,459,135,31.12488084,7.356212266,38.89418494,13.18716238,7.292659676,2.144899905
184,10964,714,774,2834,883,573,1976,9.208150632,9.981944803,36.548878,11.38767088,7.389734331,25.48362136
185,9553,1005,57,2609,904,708,969,16.07485605,0.911708253,41.73064619,14.459373,11.3243762,15.49904031
186,11428,1970,806,3665,1071,108,625,23.89326865,9.775621589,44.45118253,12.98969072,1.309884779,7.580351728
187,10946,1008,215,2401,1469,426,1208,14.98439126,3.196075517,35.69198751,21.83737179,6.332689163,17.95748476
188,9854,1387,446,3446,856,542,1583,16.79176755,5.399515738,41.71912833,10.36319613,6.561743341,19.16464891
189,8306,1775,414,3446,916,316,988,22.59707193,5.270528326,43.8701464,11.66136219,4.022915341,12.57797581
190,6970,1015,617,3914,987,846,1639,11.25526724,6.841871812,43.40208472,10.94477711,9.381237525,18.17476159
191,9106,1552,180,2795,1079,372,1541,20.64104269,2.393935364,37.17249634,14.35031254,4.947466418,20.49474664
192,11712,832,592,3356,1052,491,461,12.26415094,8.726415094,49.46933962,15.50707547,7.237617925,6.795400943
193,10428,1199,904,4140,1256,611,663,13.66693263,10.30434287,47.19024279,14.31665337,6.964550325,7.557278012
194,7508,1659,227,2691,514,381,1478,23.8705036,3.26618705,38.71942446,7.395683453,5.482014388,21.26618705
195,10346,703,537,2232,522,130,-356,18.65711253,14.25159236,59.23566879,13.85350318,3.450106157,-9.447983015
196,10770,1720,367,2059,900,414,925,26.93813626,5.747846515,32.24745497,14.09553641,6.48394675,14.48707909
197,8232,1490,585,3356,1219,705,284,19.50517083,7.658070428,43.93245189,15.95758607,9.22895667,3.717764105
198,10307,1776,503,2058,686,432,761,28.57142857,8.092020592,33.10810811,11.03603604,6.94980695,12.24259974
199,10116,1611,371,2813,398,330,850,25.27851875,5.821434175,44.13933783,6.245096501,5.178095089,13.33751765
200,7714,2182,597,3218,1114,685,820,25.32497679,6.928969359,37.34911792,12.92943361,7.950324977,9.517177344
201,10715,1562,860,3092,1048,433,723,20.23840373,11.1427831,40.06219228,13.57864732,5.610261726,9.367711842
202,11121,1285,461,3212,781,397,451,19.50812206,6.998633672,48.76271444,11.85668741,6.027022924,6.846819493
203,12166,1561,643,3111,802,529,2145,17.75679672,7.314298715,35.38846548,9.12296667,6.017517916,24.3999545
204,12107,1771,241,3639,806,654,1933,19.58204334,2.664750111,40.23662096,8.911985847,7.231313578,21.37328616
205,7244,1524,308,2523,1022,976,418,22.50775366,4.548811106,37.26185202,15.09378231,14.41441441,6.173386501
206,8124,1520,594,2661,874,665,1791,18.75385564,7.328809377,32.83158544,10.783467,8.204811845,22.0974707
207,11030,1149,796,2613,1098,731,800,15.98719911,11.07555308,36.35731181,15.27758453,10.17114234,11.13120913
208,11027,1168,571,3415,429,398,1064,16.57913414,8.105039035,48.4740951,6.089425124,5.649396735,15.10290987
209,11030,798,437,3450,828,294,968,11.77859779,6.450184502,50.92250923,12.22140221,4.339483395,14.28782288
210,17705,2374,499,3225,774,512,670,29.47603675,6.195679166,40.04221505,9.610131612,6.357089645,8.318847778
211,11141,878,249,3591,948,521,1491,11.4352696,3.24303204,46.76999219,12.34696536,6.785621256,19.41911956
212,12271,1153,620,2410,892,284,1062,17.95670456,9.655816851,37.53309453,13.89191715,4.422987074,16.53947983
213,11908,1140,676,3833,1159,464,761,14.19146023,8.415286941,47.71567285,14.42798456,5.776173285,9.473422134
214,11302,1947,409,3761,628,579,347,25.38130622,5.331769,49.0288098,8.186677096,7.547907704,4.523530179
215,9369,1352,405,3367,1009,572,553,18.62772114,5.5800496,46.39019014,13.90190135,7.880958942,7.619178837
216,11517,2123,553,3890,1111,600,179,25.1064333,6.539735099,46.00283822,13.13859981,7.095553453,2.116840114
217,8454,1163,412,2171,1371,558,1006,17.40757372,6.166741506,32.49513546,20.52088011,8.352043107,15.0576261
218,9526,1639,486,2737,903,398,401,24.96953077,7.404021938,41.69713589,13.75685558,6.06337599,6.109079829
219,9029,1082,919,2632,1064,397,867,15.54374371,13.20212613,37.81065939,15.28516018,5.703203563,12.45510702
220,10163,2572,450,3360,639,260,1685,28.68614767,5.018960518,37.4749052,7.126923935,2.899843855,18.79321883
221,14629,906,428,2474,521,856,1599,13.35495283,6.308962264,36.46816038,7.679834906,12.61792453,23.57016509
222,6265,1654,370,3378,1168,502,983,20.53382992,4.593420236,41.93668529,14.50031037,6.232153942,12.20360025
223,11372,1816,648,3685,998,455,956,21.21991119,7.571862585,43.05912596,11.66160318,5.316662772,11.17083431
224,6774,1706,463,3347,1235,314,1939,18.94713461,5.14215904,37.17236784,13.71612617,3.48733896,21.53487339
225,9056,1407,370,3141,725,1087,1260,17.60951189,4.630788486,39.31163955,9.073842303,13.60450563,15.76971214
226,12177,1435,764,2506,1103,285,836,20.71005917,11.0261221,36.16683504,15.91860297,4.11314764,12.06523308
227,10128,1521,783,2576,1373,414,286,21.87544945,11.26132605,37.04875593,19.74687185,5.954264346,4.113332375
228,7844,1426,379,3624,1083,583,1196,17.19937281,4.571221807,43.71004704,13.06235677,7.031721143,14.42528042
229,8569,1981,126,3389,1055,620,1414,23.07513104,1.467676179,39.47582994,12.28887595,7.22189866,16.47058824
230,11359,2605,701,2980,1001,691,684,30.07388594,8.09281921,34.40314015,11.55622258,7.977372431,7.896559686
231,8539,1221,363,2791,685,861,1145,17.27993207,5.137277102,39.49900934,9.694310784,12.1851118,16.2043589
232,10432,815,658,1987,1271,601,818,13.25203252,10.69918699,32.30894309,20.66666667,9.772357724,13.30081301
233,10091,1455,105,2464,877,288,907,23.86811024,1.722440945,40.41994751,14.38648294,4.724409449,14.87860892
234,8696,2789,678,3955,1100,448,-243,31.95829036,7.768992781,45.31912456,12.60456056,5.133493755,-2.784462014
235,14287,1098,257,2359,687,561,889,18.7660229,4.392411554,40.31789438,11.74158264,9.588104598,15.19398393
236,11267,2319,646,3094,764,913,1484,25.15184382,7.006507592,33.55748373,8.286334056,9.902386117,16.09544469
237,5949,2338,502,3503,1287,220,684,27.39629716,5.882352941,41.04757441,15.08085306,2.5779236,8.014998828
238,10372,1223,309,2372,930,740,1026,18.53030303,4.681818182,35.93939394,14.09090909,11.21212121,15.54545455
239,8676,1784,418,3092,1290,535,622,23.04611807,5.399819145,39.9431598,16.66451363,6.911251776,8.035137579
240,11704,2314,637,3468,984,667,1180,25.01621622,6.886486486,37.49189189,10.63783784,7.210810811,12.75675676
241,8414,1310,521,3006,631,479,891,19.15764844,7.619186897,43.96022229,9.227844399,7.004972214,13.03012577
242,9770,1398,616,4434,1178,331,530,16.47225168,7.258159538,52.2446094,13.88005184,3.900082479,6.244845057
243,11009,1209,895,2165,882,650,1666,16.19124146,11.98607205,28.99424133,11.81197268,8.704968528,22.31150395
244,11731,992,187,3529,1139,630,1464,12.49212945,2.354867145,44.44024682,14.3432817,7.933509634,18.43596524
245,7599,1175,823,2913,1005,694,697,16.08047078,11.2631723,39.86588203,13.75393458,9.497741891,9.538798412
246,9330,888,520,3385,691,497,1248,12.28385669,7.193249412,46.82528704,9.558721815,6.875086457,17.26379859
247,9050,1517,320,3220,1032,380,1268,19.60708285,4.135970014,41.61819827,13.3385033,4.911464392,16.38878118
